sample_id,source_sample_index,timestep,app_id,traffic_byte,poi_label
0,210,5,2,0.0,0
0,210,5,3,0.0,0
0,210,5,4,0.0,0
0,210,5,5,0.0,0
0,210,5,6,0.0,0
0,210,5,7,0.0,0
0,210,5,8,0.0,0
0,210,5,9,0.0,0
0,210,5,10,0.0,0
0,210,5,11,0.0,0
0,210,5,12,0.0,0
0,210,5,13,0.0,0
0,210,5,14,0.0,0
0,210,5,15,0.0,0
0,210,5,16,0.0,0
0,210,5,17,0.0,0
0,210,5,18,0.0,0
0,210,5,19,0.0,0
0,210,6,0,0.0,0
0,210,6,1,0.0,0
0,210,6,2,0.0,0
0,210,6,3,0.0,0
0,210,6,4,0.0,0
0,210,6,5,0.0,0
0,210,6,6,0.0,0
0,210,6,7,0.0,0
0,210,6,8,0.0,0
0,210,6,9,0.0,0
0,210,6,10,0.0,0
0,210,6,11,0.0,0
0,210,6,12,0.0,0
0,210,6,13,0.0,0
0,210,6,14,0.0,0
0,210,6,15,0.0,0
0,210,6,16,0.0,0
0,210,6,17,0.0,0
0,210,6,18,0.0,0
0,210,6,19,0.0,0
0,210,7,0,0.0,0
0,210,7,1,0.0,0
0,210,7,2,0.0,0
0,210,7,3,0.0,0
0,210,7,4,0.0,0
0,210,7,5,0.0,0
0,210,7,6,0.0,0
0,210,7,7,0.0,0
0,210,7,8,0.0,0
0,210,7,9,0.0,0
0,210,7,10,0.0,0
0,210,7,11,0.0,0
0,210,7,12,0.0,0
0,210,7,13,0.0,0
0,210,7,14,0.0,0
0,210,7,15,0.0,0
0,210,7,16,0.0,0
0,210,7,17,0.0,0
0,210,7,18,0.0,0
0,210,7,19,0.0,0
0,210,8,0,0.0,0
0,210,8,1,0.0,0
0,210,8,2,0.0,0
0,210,8,3,0.0,0
0,210,8,4,0.0,0
0,210,8,5,0.0,0
0,210,8,6,0.0,0
0,210,8,7,0.0,0
0,210,8,8,0.0,0
0,210,8,9,0.0,0
0,210,8,10,0.0,0
0,210,8,11,0.0,0
0,210,8,12,0.0,0
0,210,8,13,0.0,0
0,210,8,14,0.0,0
0,210,8,15,0.0,0
0,210,8,16,0.0,0
0,210,8,17,0.0,0
0,210,8,18,0.0,0
0,210,8,19,0.0,0
0,210,9,0,0.0,0
0,210,9,1,0.0,0
0,210,9,2,0.0,0
0,210,9,3,0.0,0
0,210,9,4,0.0,0
0,210,9,5,0.0,0
0,210,9,6,0.0,0
0,210,9,7,0.0,0
0,210,9,8,0.0,0
0,210,9,9,0.0,0
0,210,9,10,0.0,0
0,210,9,11,0.0,0
0,210,9,12,0.0,0
0,210,9,13,0.0,0
0,210,9,14,0.0,0
0,210,9,15,0.0,0
0,210,9,16,0.0,0
0,210,9,17,0.0,0
0,210,9,18,0.0,0
0,210,9,19,0.0,0
0,210,10,0,0.0,1
0,210,10,1,0.0,1
0,210,10,2,0.0,1
0,210,10,3,0.0,1
0,210,10,4,0.0,1
0,210,10,5,0.0,1
0,210,10,6,0.0,1
0,210,10,7,0.0,1
0,210,10,8,0.0,1
0,210,10,9,0.0,1
0,210,10,10,0.0,1
0,210,10,11,0.0,1
0,210,10,12,0.0,1
0,210,10,13,0.0,1
0,210,10,14,0.0,1
0,210,10,15,0.0,1
0,210,10,16,0.0,1
0,210,10,17,0.0,1
0,210,10,18,0.0,1
0,210,10,19,0.0,1
0,210,11,0,0.0,1
0,210,11,1,0.0,1
0,210,11,2,0.0,1
0,210,11,3,0.0,1
0,210,11,4,0.0,1
0,210,11,5,0.0,1
0,210,11,6,0.0,1
0,210,11,7,0.0,1
0,210,11,8,0.0,1
0,210,11,9,0.0,1
0,210,11,10,0.0,1
0,210,11,11,0.0,1
0,210,11,12,0.0,1
0,210,11,13,0.0,1
0,210,11,14,0.0,1
0,210,11,15,0.0,1
0,210,11,16,0.0,1
0,210,11,17,0.0,1
0,210,11,18,0.0,1
0,210,11,19,0.0,1
0,210,12,0,0.0,0
0,210,12,1,0.0,0
0,210,12,2,0.0,0
0,210,12,3,0.0,0
0,210,12,4,0.0,0
0,210,12,5,0.0,0
0,210,12,6,0.0,0
0,210,12,7,0.0,0
0,210,12,8,0.0,0
0,210,12,9,0.0,0
0,210,12,10,0.0,0
0,210,12,11,0.0,0
0,210,12,12,0.0,0
0,210,12,13,0.0,0
0,210,12,14,0.0,0
0,210,12,15,0.0,0
0,210,12,16,0.0,0
0,210,12,17,0.0,0
0,210,12,18,0.0,0
0,210,12,19,0.0,0
0,210,13,0,0.0,1
0,210,13,1,0.0,1
0,210,13,2,0.0,1
0,210,13,3,0.0,1
0,210,13,4,0.0,1
0,210,13,5,0.0,1
0,210,13,6,0.0,1
0,210,13,7,0.0,1
0,210,13,8,0.0,1
0,210,13,9,0.0,1
0,210,13,10,0.0,1
0,210,13,11,0.0,1
0,210,13,12,0.0,1
0,210,13,13,0.0,1
0,210,13,14,0.0,1
0,210,13,15,0.0,1
0,210,13,16,0.0,1
0,210,13,17,0.0,1
0,210,13,18,0.0,1
0,210,13,19,0.0,1
0,210,14,0,0.0,0
0,210,14,1,0.0,0
0,210,14,2,0.0,0
0,210,14,3,0.0,0
0,210,14,4,0.0,0
0,210,14,5,0.0,0
0,210,14,6,0.0,0
0,210,14,7,0.0,0
0,210,14,8,0.0,0
0,210,14,9,0.0,0
0,210,14,10,0.0,0
0,210,14,11,0.0,0
0,210,14,12,0.0,0
0,210,14,13,0.0,0
0,210,14,14,0.0,0
0,210,14,15,0.0,0
0,210,14,16,0.0,0
0,210,14,17,0.0,0
0,210,14,18,0.0,0
0,210,14,19,0.0,0
0,210,15,0,0.0,0
0,210,15,1,0.0,0
0,210,15,2,0.0,0
0,210,15,3,0.0,0
0,210,15,4,0.0,0
0,210,15,5,0.0,0
0,210,15,6,0.0,0
0,210,15,7,0.0,0
0,210,15,8,0.0,0
0,210,15,9,0.0,0
0,210,15,10,0.0,0
0,210,15,11,0.0,0
0,210,15,12,0.0,0
0,210,15,13,0.0,0
0,210,15,14,0.0,0
0,210,15,15,0.0,0
0,210,15,16,0.0,0
0,210,15,17,0.0,0
0,210,15,18,0.0,0
0,210,15,19,0.0,0
0,210,16,0,0.0,0
0,210,16,1,0.0,0
0,210,16,2,0.0,0
0,210,16,3,0.0,0
0,210,16,4,0.0,0
0,210,16,5,0.0,0
0,210,16,6,0.0,0
0,210,16,7,0.0,0
0,210,16,8,0.0,0
0,210,16,9,0.0,0
0,210,16,10,0.0,0
0,210,16,11,0.0,0
0,210,16,12,0.0,0
0,210,16,13,0.0,0
0,210,16,14,0.0,0
0,210,16,15,0.0,0
0,210,16,16,0.0,0
0,210,16,17,0.0,0
0,210,16,18,0.0,0
0,210,16,19,0.0,0
0,210,17,0,0.0,0
0,210,17,1,0.0,0
0,210,17,2,0.0,0
0,210,17,3,0.0,0
0,210,17,4,0.0,0
0,210,17,5,0.0,0
0,210,17,6,0.0,0
0,210,17,7,0.0,0
0,210,17,8,0.0,0
0,210,17,9,0.0,0
0,210,17,10,0.0,0
0,210,17,11,0.0,0
0,210,17,12,0.0,0
0,210,17,13,0.0,0
0,210,17,14,0.0,0
0,210,17,15,0.0,0
0,210,17,16,0.0,0
0,210,17,17,0.0,0
0,210,17,18,0.0,0
0,210,17,19,0.0,0
0,210,18,0,0.0,0
0,210,18,1,0.0,0
0,210,18,2,0.0,0
0,210,18,3,0.0,0
0,210,18,4,0.0,0
0,210,18,5,0.0,0
0,210,18,6,0.0,0
0,210,18,7,0.0,0
0,210,18,8,0.0,0
0,210,18,9,0.0,0
0,210,18,10,0.0,0
0,210,18,11,0.0,0
0,210,18,12,0.0,0
0,210,18,13,0.0,0
0,210,18,14,0.0,0
0,210,18,15,0.0,0
0,210,18,16,0.0,0
0,210,18,17,0.0,0
0,210,18,18,0.0,0
0,210,18,19,0.0,0
0,210,19,0,0.0,0
0,210,19,1,0.0,0
0,210,19,2,0.0,0
0,210,19,3,0.0,0
0,210,19,4,0.0,0
0,210,19,5,0.0,0
0,210,19,6,0.0,0
0,210,19,7,0.0,0
0,210,19,8,0.0,0
0,210,19,9,0.0,0
0,210,19,10,0.0,0
0,210,19,11,0.0,0
0,210,19,12,0.0,0
0,210,19,13,0.0,0
0,210,19,14,0.0,0
0,210,19,15,0.0,0
0,210,19,16,0.0,0
0,210,19,17,0.0,0
0,210,19,18,0.0,0
0,210,19,19,0.0,0
0,210,20,0,0.0,0
0,210,20,1,0.0,0
0,210,20,2,0.0,0
0,210,20,3,0.0,0
0,210,20,4,0.0,0
0,210,20,5,0.0,0
0,210,20,6,0.0,0
0,210,20,7,0.0,0
0,210,20,8,0.0,0
0,210,20,9,0.0,0
0,210,20,10,0.0,0
0,210,20,11,0.0,0
0,210,20,12,0.0,0
0,210,20,13,0.0,0
0,210,20,14,0.0,0
0,210,20,15,0.0,0
0,210,20,16,0.0,0
0,210,20,17,0.0,0
0,210,20,18,0.0,0
0,210,20,19,0.0,0
0,210,21,0,0.0,0
0,210,21,1,0.0,0
0,210,21,2,0.0,0
0,210,21,3,0.0,0
0,210,21,4,0.0,0
0,210,21,5,0.0,0
0,210,21,6,0.0,0
0,210,21,7,0.0,0
0,210,21,8,0.0,0
0,210,21,9,0.0,0
0,210,21,10,0.0,0
0,210,21,11,0.0,0
0,210,21,12,0.0,0
0,210,21,13,0.0,0
0,210,21,14,0.0,0
0,210,21,15,0.0,0
0,210,21,16,0.0,0
0,210,21,17,0.0,0
0,210,21,18,0.0,0
0,210,21,19,0.0,0
0,210,22,0,0.0,1
0,210,22,1,0.0,1
0,210,22,2,0.0,1
0,210,22,3,0.0,1
0,210,22,4,0.0,1
0,210,22,5,0.0,1
0,210,22,6,0.0,1
0,210,22,7,0.0,1
0,210,22,8,0.0,1
0,210,22,9,0.0,1
0,210,22,10,0.0,1
0,210,22,11,0.0,1
0,210,22,12,0.0,1
0,210,22,13,0.0,1
0,210,22,14,0.0,1
0,210,22,15,0.0,1
0,210,22,16,0.0,1
0,210,22,17,0.0,1
0,210,22,18,0.0,1
0,210,22,19,0.0,1
0,210,23,0,0.0,0
0,210,23,1,0.0,0
0,210,23,2,0.0,0
0,210,23,3,0.0,0
0,210,23,4,0.0,0
0,210,23,5,0.0,0
0,210,23,6,0.0,0
0,210,23,7,0.0,0
0,210,23,8,0.0,0
0,210,23,9,0.0,0
0,210,23,10,0.0,0
0,210,23,11,0.0,0
0,210,23,12,0.0,0
0,210,23,13,0.0,0
0,210,23,14,0.0,0
0,210,23,15,0.0,0
0,210,23,16,0.0,0
0,210,23,17,0.0,0
0,210,23,18,0.0,0
0,210,23,19,0.0,0
0,210,24,0,0.0,0
0,210,24,1,0.0,0
0,210,24,2,0.0,0
0,210,24,3,0.0,0
0,210,24,4,0.0,0
0,210,24,5,0.0,0
0,210,24,6,0.0,0
0,210,24,7,0.0,0
0,210,24,8,0.0,0
0,210,24,9,0.0,0
0,210,24,10,0.0,0
0,210,24,11,0.0,0
0,210,24,12,0.0,0
0,210,24,13,0.0,0
0,210,24,14,0.0,0
0,210,24,15,0.0,0
0,210,24,16,0.0,0
0,210,24,17,0.0,0
0,210,24,18,0.0,0
0,210,24,19,0.0,0
0,210,25,0,0.0,0
0,210,25,1,0.0,0
0,210,25,2,0.0,0
0,210,25,3,0.0,0
0,210,25,4,0.0,0
0,210,25,5,0.0,0
0,210,25,6,0.0,0
0,210,25,7,0.0,0
0,210,25,8,0.0,0
0,210,25,9,0.0,0
0,210,25,10,0.0,0
0,210,25,11,0.0,0
0,210,25,12,0.0,0
0,210,25,13,0.0,0
0,210,25,14,0.0,0
0,210,25,15,0.0,0
0,210,25,16,0.0,0
0,210,25,17,0.0,0
0,210,25,18,0.0,0
0,210,25,19,0.0,0
0,210,26,0,0.0,0
0,210,26,1,0.0,0
0,210,26,2,0.0,0
0,210,26,3,0.0,0
0,210,26,4,0.0,0
0,210,26,5,0.0,0
0,210,26,6,0.0,0
0,210,26,7,0.0,0
0,210,26,8,0.0,0
0,210,26,9,0.0,0
0,210,26,10,0.0,0
0,210,26,11,0.0,0
0,210,26,12,0.0,0
0,210,26,13,0.0,0
0,210,26,14,0.0,0
0,210,26,15,0.0,0
0,210,26,16,0.0,0
0,210,26,17,0.0,0
0,210,26,18,0.0,0
0,210,26,19,0.0,0
0,210,27,0,0.0,0
0,210,27,1,0.0,0
0,210,27,2,0.0,0
0,210,27,3,0.0,0
0,210,27,4,0.0,0
0,210,27,5,0.0,0
0,210,27,6,0.0,0
0,210,27,7,0.0,0
0,210,27,8,0.0,0
0,210,27,9,0.0,0
0,210,27,10,0.0,0
0,210,27,11,0.0,0
0,210,27,12,0.0,0
0,210,27,13,0.0,0
0,210,27,14,0.0,0
0,210,27,15,0.0,0
0,210,27,16,0.0,0
0,210,27,17,0.0,0
0,210,27,18,0.0,0
0,210,27,19,0.0,0
0,210,28,0,0.0,1
0,210,28,1,0.0,1
0,210,28,2,0.0,1
0,210,28,3,0.0,1
0,210,28,4,0.0,1
0,210,28,5,0.0,1
0,210,28,6,0.0,1
0,210,28,7,0.0,1
0,210,28,8,0.0,1
0,210,28,9,0.0,1
0,210,28,10,0.0,1
0,210,28,11,0.0,1
0,210,28,12,0.0,1
0,210,28,13,0.0,1
0,210,28,14,0.0,1
0,210,28,15,0.0,1
0,210,28,16,0.0,1
0,210,28,17,0.0,1
0,210,28,18,0.0,1
0,210,28,19,0.0,1
0,210,29,0,0.0,0
0,210,29,1,0.0,0
0,210,29,2,0.0,0
0,210,29,3,0.0,0
0,210,29,4,0.0,0
0,210,29,5,0.0,0
0,210,29,6,0.0,0
0,210,29,7,0.0,0
0,210,29,8,0.0,0
0,210,29,9,0.0,0
0,210,29,10,0.0,0
0,210,29,11,0.0,0
0,210,29,12,0.0,0
0,210,29,13,0.0,0
0,210,29,14,0.0,0
0,210,29,15,0.0,0
0,210,29,16,0.0,0
0,210,29,17,0.0,0
0,210,29,18,0.0,0
0,210,29,19,0.0,0
0,210,30,0,0.0,0
0,210,30,1,0.0,0
0,210,30,2,0.0,0
0,210,30,3,0.0,0
0,210,30,4,0.0,0
0,210,30,5,0.0,0
0,210,30,6,0.0,0
0,210,30,7,0.0,0
0,210,30,8,0.0,0
0,210,30,9,0.0,0
0,210,30,10,0.0,0
0,210,30,11,0.0,0
0,210,30,12,0.0,0
0,210,30,13,0.0,0
0,210,30,14,0.0,0
0,210,30,15,0.0,0
0,210,30,16,0.0,0
0,210,30,17,0.0,0
0,210,30,18,0.0,0
0,210,30,19,0.0,0
0,210,31,0,0.0,0
0,210,31,1,0.0,0
0,210,31,2,0.0,0
0,210,31,3,0.0,0
0,210,31,4,0.0,0
0,210,31,5,0.0,0
0,210,31,6,0.0,0
0,210,31,7,0.0,0
0,210,31,8,0.0,0
0,210,31,9,0.0,0
0,210,31,10,0.0,0
0,210,31,11,0.0,0
0,210,31,12,0.0,0
0,210,31,13,0.0,0
0,210,31,14,0.0,0
0,210,31,15,0.0,0
0,210,31,16,0.0,0
0,210,31,17,0.0,0
0,210,31,18,0.0,0
0,210,31,19,0.0,0
0,210,32,0,0.0,0
0,210,32,1,0.0,0
0,210,32,2,0.0,0
0,210,32,3,0.0,0
0,210,32,4,0.0,0
0,210,32,5,0.0,0
0,210,32,6,0.0,0
0,210,32,7,0.0,0
0,210,32,8,0.0,0
0,210,32,9,0.0,0
0,210,32,10,0.0,0
0,210,32,11,0.0,0
0,210,32,12,0.0,0
0,210,32,13,0.0,0
0,210,32,14,0.0,0
0,210,32,15,0.0,0
0,210,32,16,0.0,0
0,210,32,17,0.0,0
0,210,32,18,0.0,0
0,210,32,19,0.0,0
0,210,33,0,0.0,0
0,210,33,1,0.0,0
0,210,33,2,0.0,0
0,210,33,3,0.0,0
0,210,33,4,0.0,0
0,210,33,5,0.0,0
0,210,33,6,0.0,0
0,210,33,7,0.0,0
0,210,33,8,0.0,0
0,210,33,9,0.0,0
0,210,33,10,0.0,0
0,210,33,11,0.0,0
0,210,33,12,0.0,0
0,210,33,13,0.0,0
0,210,33,14,0.0,0
0,210,33,15,0.0,0
0,210,33,16,0.0,0
0,210,33,17,0.0,0
0,210,33,18,0.0,0
0,210,33,19,0.0,0
0,210,34,0,0.0,0
0,210,34,1,0.0,0
0,210,34,2,0.0,0
0,210,34,3,0.0,0
0,210,34,4,0.0,0
0,210,34,5,0.0,0
0,210,34,6,0.0,0
0,210,34,7,0.0,0
0,210,34,8,0.0,0
0,210,34,9,0.0,0
0,210,34,10,0.0,0
0,210,34,11,0.0,0
0,210,34,12,0.0,0
0,210,34,13,0.0,0
0,210,34,14,0.0,0
0,210,34,15,0.0,0
0,210,34,16,0.0,0
0,210,34,17,0.0,0
0,210,34,18,0.0,0
0,210,34,19,0.0,0
0,210,35,0,0.0,1
0,210,35,1,0.0,1
0,210,35,2,0.0,1
0,210,35,3,0.0,1
0,210,35,4,0.0,1
0,210,35,5,0.0,1
0,210,35,6,0.0,1
0,210,35,7,0.0,1
0,210,35,8,0.0,1
0,210,35,9,0.0,1
0,210,35,10,0.0,1
0,210,35,11,0.0,1
0,210,35,12,0.0,1
0,210,35,13,0.0,1
0,210,35,14,0.0,1
0,210,35,15,0.0,1
0,210,35,16,0.0,1
0,210,35,17,0.0,1
0,210,35,18,0.0,1
0,210,35,19,0.0,1
0,210,36,0,0.0,0
0,210,36,1,0.0,0
0,210,36,2,0.0,0
0,210,36,3,0.0,0
0,210,36,4,0.0,0
0,210,36,5,0.0,0
0,210,36,6,0.0,0
0,210,36,7,0.0,0
0,210,36,8,0.0,0
0,210,36,9,0.0,0
0,210,36,10,0.0,0
0,210,36,11,0.0,0
0,210,36,12,0.0,0
0,210,36,13,0.0,0
0,210,36,14,0.0,0
0,210,36,15,0.0,0
0,210,36,16,0.0,0
0,210,36,17,0.0,0
0,210,36,18,0.0,0
0,210,36,19,0.0,0
0,210,37,0,0.0,0
0,210,37,1,0.0,0
0,210,37,2,0.0,0
0,210,37,3,0.0,0
0,210,37,4,0.0,0
0,210,37,5,0.0,0
0,210,37,6,0.0,0
0,210,37,7,0.0,0
0,210,37,8,0.0,0
0,210,37,9,0.0,0
0,210,37,10,0.0,0
0,210,37,11,0.0,0
0,210,37,12,0.0,0
0,210,37,13,0.0,0
0,210,37,14,0.0,0
0,210,37,15,0.0,0
0,210,37,16,0.0,0
0,210,37,17,0.0,0
0,210,37,18,0.0,0
0,210,37,19,0.0,0
0,210,38,0,0.0,0
0,210,38,1,0.0,0
0,210,38,2,0.0,0
0,210,38,3,0.0,0
0,210,38,4,0.0,0
0,210,38,5,0.0,0
0,210,38,6,0.0,0
0,210,38,7,0.0,0
0,210,38,8,0.0,0
0,210,38,9,0.0,0
0,210,38,10,0.0,0
0,210,38,11,0.0,0
0,210,38,12,0.0,0
0,210,38,13,0.0,0
0,210,38,14,0.0,0
0,210,38,15,0.0,0
0,210,38,16,0.0,0
0,210,38,17,0.0,0
0,210,38,18,0.0,0
0,210,38,19,0.0,0
0,210,39,0,0.0,1
0,210,39,1,0.0,1
0,210,39,2,0.0,1
0,210,39,3,0.0,1
0,210,39,4,0.0,1
0,210,39,5,0.0,1
0,210,39,6,0.0,1
0,210,39,7,0.0,1
0,210,39,8,0.0,1
0,210,39,9,0.0,1
0,210,39,10,0.0,1
0,210,39,11,0.0,1
0,210,39,12,0.0,1
0,210,39,13,0.0,1
0,210,39,14,0.0,1
0,210,39,15,0.0,1
0,210,39,16,0.0,1
0,210,39,17,0.0,1
0,210,39,18,0.0,1
0,210,39,19,0.0,1
0,210,40,0,0.0,0
0,210,40,1,0.0,0
0,210,40,2,0.0,0
0,210,40,3,0.0,0
0,210,40,4,0.0,0
0,210,40,5,0.0,0
0,210,40,6,0.0,0
0,210,40,7,0.0,0
0,210,40,8,0.0,0
0,210,40,9,0.0,0
0,210,40,10,0.0,0
0,210,40,11,0.0,0
0,210,40,12,0.0,0
0,210,40,13,0.0,0
0,210,40,14,0.0,0
0,210,40,15,0.0,0
0,210,40,16,0.0,0
0,210,40,17,0.0,0
0,210,40,18,0.0,0
0,210,40,19,0.0,0
0,210,41,0,0.0,1
0,210,41,1,0.0,1
0,210,41,2,0.0,1
0,210,41,3,0.0,1
0,210,41,4,0.0,1
0,210,41,5,0.0,1
0,210,41,6,0.0,1
0,210,41,7,0.0,1
0,210,41,8,0.0,1
0,210,41,9,0.0,1
0,210,41,10,0.0,1
0,210,41,11,0.0,1
0,210,41,12,0.0,1
0,210,41,13,0.0,1
0,210,41,14,0.0,1
0,210,41,15,0.0,1
0,210,41,16,0.0,1
0,210,41,17,0.0,1
0,210,41,18,0.0,1
0,210,41,19,0.0,1
0,210,42,0,0.0,0
0,210,42,1,0.0,0
0,210,42,2,0.0,0
0,210,42,3,0.0,0
0,210,42,4,0.0,0
0,210,42,5,0.0,0
0,210,42,6,0.0,0
0,210,42,7,0.0,0
0,210,42,8,0.0,0
0,210,42,9,0.0,0
0,210,42,10,0.0,0
0,210,42,11,0.0,0
0,210,42,12,0.0,0
0,210,42,13,0.0,0
0,210,42,14,0.0,0
0,210,42,15,0.0,0
0,210,42,16,0.0,0
0,210,42,17,0.0,0
0,210,42,18,0.0,0
0,210,42,19,0.0,0
0,210,43,0,0.0,0
0,210,43,1,0.0,0
0,210,43,2,0.0,0
0,210,43,3,0.0,0
0,210,43,4,0.0,0
0,210,43,5,0.0,0
0,210,43,6,0.0,0
0,210,43,7,0.0,0
0,210,43,8,0.0,0
0,210,43,9,0.0,0
0,210,43,10,0.0,0
0,210,43,11,0.0,0
0,210,43,12,0.0,0
0,210,43,13,0.0,0
0,210,43,14,0.0,0
0,210,43,15,0.0,0
0,210,43,16,0.0,0
0,210,43,17,0.0,0
0,210,43,18,0.0,0
0,210,43,19,0.0,0
0,210,44,0,0.0,0
0,210,44,1,0.0,0
0,210,44,2,0.0,0
0,210,44,3,0.0,0
0,210,44,4,0.0,0
0,210,44,5,0.0,0
0,210,44,6,0.0,0
0,210,44,7,0.0,0
0,210,44,8,0.0,0
0,210,44,9,0.0,0
0,210,44,10,0.0,0
0,210,44,11,0.0,0
0,210,44,12,0.0,0
0,210,44,13,0.0,0
0,210,44,14,0.0,0
0,210,44,15,0.0,0
0,210,44,16,0.0,0
0,210,44,17,0.0,0
0,210,44,18,0.0,0
0,210,44,19,0.0,0
0,210,45,0,0.0,0
0,210,45,1,0.0,0
0,210,45,2,0.0,0
0,210,45,3,0.0,0
0,210,45,4,0.0,0
0,210,45,5,0.0,0
0,210,45,6,0.0,0
0,210,45,7,0.0,0
0,210,45,8,0.0,0
0,210,45,9,0.0,0
0,210,45,10,0.0,0
0,210,45,11,0.0,0
0,210,45,12,0.0,0
0,210,45,13,0.0,0
0,210,45,14,0.0,0
0,210,45,15,0.0,0
0,210,45,16,0.0,0
0,210,45,17,0.0,0
0,210,45,18,0.0,0
0,210,45,19,0.0,0
0,210,46,0,0.0,0
0,210,46,1,0.0,0
0,210,46,2,0.0,0
0,210,46,3,0.0,0
0,210,46,4,0.0,0
0,210,46,5,0.0,0
0,210,46,6,0.0,0
0,210,46,7,0.0,0
0,210,46,8,0.0,0
0,210,46,9,0.0,0
0,210,46,10,0.0,0
0,210,46,11,0.0,0
0,210,46,12,0.0,0
0,210,46,13,0.0,0
0,210,46,14,0.0,0
0,210,46,15,0.0,0
0,210,46,16,0.0,0
0,210,46,17,0.0,0
0,210,46,18,0.0,0
0,210,46,19,0.0,0
0,210,47,0,0.0,0
0,210,47,1,0.0,0
0,210,47,2,0.0,0
0,210,47,3,0.0,0
0,210,47,4,0.0,0
0,210,47,5,0.0,0
0,210,47,6,0.0,0
0,210,47,7,0.0,0
0,210,47,8,0.0,0
0,210,47,9,0.0,0
0,210,47,10,0.0,0
0,210,47,11,0.0,0
0,210,47,12,0.0,0
0,210,47,13,0.0,0
0,210,47,14,0.0,0
0,210,47,15,0.0,0
0,210,47,16,0.0,0
0,210,47,17,0.0,0
0,210,47,18,0.0,0
0,210,47,19,0.0,0
0,210,48,0,0.0,0
0,210,48,1,0.0,0
0,210,48,2,0.0,0
0,210,48,3,0.0,0
0,210,48,4,0.0,0
0,210,48,5,0.0,0
0,210,48,6,0.0,0
0,210,48,7,0.0,0
0,210,48,8,0.0,0
0,210,48,9,0.0,0
0,210,48,10,0.0,0
0,210,48,11,0.0,0
0,210,48,12,0.0,0
0,210,48,13,0.0,0
0,210,48,14,0.0,0
0,210,48,15,0.0,0
0,210,48,16,0.0,0
0,210,48,17,0.0,0
0,210,48,18,0.0,0
0,210,48,19,0.0,0
0,210,49,0,0.0,0
0,210,49,1,0.0,0
0,210,49,2,0.0,0
0,210,49,3,0.0,0
0,210,49,4,0.0,0
0,210,49,5,0.0,0
0,210,49,6,0.0,0
0,210,49,7,0.0,0
0,210,49,8,0.0,0
0,210,49,9,0.0,0
0,210,49,10,0.0,0
0,210,49,11,0.0,0
0,210,49,12,0.0,0
0,210,49,13,0.0,0
0,210,49,14,0.0,0
